Sex,Equipment,Age,BodyweightKg,BestSquatKg,BestDeadliftKg,Bestbench(kg)
M,Single-ply,46.5,82.2,245.0,237.5,182.5
F,Raw,26.0,59.3,97.5,112.5,45.0
M,Raw,22.0,96.4,192.5,235.0,145.0
M,Raw,29.5,91.1,170.0,215.0,115.0
F,Raw,29.5,61.25,137.5,182.5,77.5
M,Single-ply,36.5,65.7,257.5,285.0,197.5
M,Raw,41.0,75.0,122.5,187.5,92.5
F,Raw,44.0,70.5,105.0,142.5,67.5
M,Raw,51.0,67.5,165.0,205.0,110.0
F,Raw,36.5,75.4,110.0,135.0,55.0
F,Raw,14.5,57.23,82.5,110.0,42.5
M,Raw,17.5,102.7,300.0,300.5,182.5
F,Raw,24.0,62.9,97.5,110.0,72.5
M,Raw,22.0,80.3,200.0,220.0,132.5
M,Wraps,21.0,89.81,225.0,250.0,125.0
M,Raw,25.0,78.04,115.0,160.0,115.0
M,Raw,21.0,73.2,197.5,222.5,102.5
M,Wraps,40.0,110.0,205.0,212.5,115.0
M,Raw,26.0,80.6,182.5,242.5,137.5
F,Raw,24.5,76.66,190.0,200.0,92.5
F,Single-ply,16.5,63.8,117.5,135.0,62.5
F,Raw,19.0,44.0,112.5,165.0,72.5
F,Raw,15.5,67.65,107.5,130.0,45.0
F,Raw,33.0,95.5,107.5,157.5,65.0
M,Raw,24.5,72.46,225.0,252.5,160.0
F,Raw,26.0,84.3,132.5,155.0,72.5
F,Raw,29.5,63.9,90.0,120.0,42.5
F,Raw,23.5,63.2,110.0,140.0,72.5
M,Single-ply,25.5,54.9,202.5,185.0,135.0
M,Wraps,23.0,98.9,237.5,272.5,142.5
F,Raw,25.5,55.6,102.5,145.0,62.5
M,Wraps,32.0,122.1,205.0,265.0,155.0
F,Single-ply,15.5,65.6,105.0,150.0,67.5
M,Raw,37.0,124.01,265.0,285.0,192.5
M,Raw,22.5,92.05,192.5,225.0,112.5
M,Wraps,22.0,113.85,345.0,295.0,25.0
F,Raw,18.0,58.33,85.0,112.5,52.5
F,Raw,29.0,86.0,67.5,90.0,42.5
M,Raw,18.0,99.5,190.0,222.5,132.5
M,Raw,31.0,75.4,240.0,295.0,175.0
M,Raw,21.5,64.4,145.0,187.5,95.0
M,Raw,28.0,82.2,207.5,265.0,162.5
F,Raw,40.5,80.0,72.5,122.5,67.5
F,Raw,37.0,53.6,97.5,112.5,42.5
M,Single-ply,17.5,89.2,245.0,265.0,155.0
F,Raw,31.5,56.15,95.0,142.5,65.0
M,Raw,19.0,98.7,277.5,292.5,152.2
F,Wraps,24.0,67.4,145.0,170.0,60.0
F,Raw,42.5,71.9,95.0,132.5,45.0
F,Raw,25.0,65.5,80.0,120.0,52.5
F,Raw,39.0,68.9,85.0,97.5,42.5
M,Raw,19.0,87.4,180.0,260.0,125.0
M,Raw,22.5,72.35,190.0,235.0,117.5
F,Raw,25.0,78.29,97.5,115.0,50.0
F,Wraps,41.0,73.2,75.0,130.0,40.0
M,Raw,30.0,70.9,200.0,220.0,125.0
M,Raw,24.5,116.1,197.5,205.0,142.5
M,Wraps,32.0,58.69,232.5,265.0,122.5
F,Raw,51.0,64.77,110.5,115.0,67.5
M,Raw,22.0,72.8,172.5,205.0,97.5
M,Wraps,30.0,88.0,215.46,244.94,151.95
M,Raw,44.5,63.7,100.0,145.0,90.0
F,Raw,47.5,51.4,95.0,130.0,62.5
F,Raw,19.5,57.8,97.5,110.0,55.0
M,Raw,31.0,80.01,195.0,227.5,140.0
M,Raw,31.0,108.9,262.5,290.0,182.5
M,Raw,27.0,107.86,172.5,242.5,137.5
M,Raw,35.0,142.55,215.0,250.0,137.5
M,Single-ply,24.5,80.0,182.5,230.0,100.0
M,Raw,44.0,97.8,177.5,212.5,127.5
M,Raw,21.0,62.2,125.0,190.0,90.0
M,Raw,24.0,106.9,287.5,300.0,190.0
F,Raw,26.5,71.79,67.5,92.5,35.0
M,Wraps,33.0,101.51,181.44,226.8,147.42
F,Raw,35.0,57.7,107.5,127.5,50.0
M,Raw,15.5,58.6,137.5,147.5,82.5
M,Raw,19.5,82.1,135.0,200.0,97.5
F,Single-ply,34.5,59.54,172.5,175.0,142.5
M,Raw,31.0,72.4,175.0,220.0,122.5
F,Raw,43.0,60.74,82.5,102.5,47.5
F,Raw,9.5,26.2,15.0,25.0,14.0
F,Wraps,43.0,72.03,90.0,130.0,50.0
M,Wraps,17.0,94.2,205.0,225.0,110.0
M,Raw,20.5,70.7,187.5,217.5,125.0
F,Wraps,43.0,65.4,132.5,175.0,82.5
F,Raw,16.5,53.8,90.0,112.5,42.5
M,Raw,51.0,99.6,247.5,247.5,167.5
M,Raw,40.0,99.9,152.5,202.5,110.0
M,Single-ply,37.0,107.59,227.5,242.5,165.0
F,Raw,28.5,70.72,147.5,180.0,80.0
M,Raw,35.0,88.0,237.5,220.0,167.5
F,Raw,19.5,51.15,102.5,145.0,62.5
M,Raw,33.0,124.3,290.0,312.5,195.0
M,Raw,26.0,99.52,160.0,180.0,107.5
F,Wraps,25.0,67.13,127.5,137.5,65.0
F,Single-ply,21.5,56.84,157.5,157.5,82.5
M,Raw,24.0,74.2,182.5,237.5,125.0
M,Raw,22.0,67.25,187.5,247.5,142.5
M,Raw,25.0,82.5,200.0,242.5,115.0
F,Raw,51.5,103.15,70.0,135.0,72.5
M,Single-ply,23.5,78.7,102.1,102.1,59.0
M,Raw,20.0,72.0,112.5,185.0,97.5
F,Raw,20.5,55.31,112.5,165.0,72.5
F,Raw,17.5,51.2,100.0,100.0,52.5
F,Raw,32.5,60.5,112.5,117.5,60.0
M,Raw,19.0,90.0,175.0,242.5,105.0
M,Raw,24.0,76.3,145.0,185.0,82.5
F,Wraps,30.0,79.9,170.0,192.5,92.5
M,Wraps,20.0,125.0,226.8,244.94,142.88
F,Raw,26.0,64.9,120.0,137.5,62.5
F,Raw,42.0,65.0,70.0,107.5,45.0
M,Raw,26.0,84.7,70.0,80.0,140.0
F,Raw,24.5,80.45,110.0,120.0,57.5
F,Raw,24.5,56.8,100.0,130.0,45.0
M,Raw,41.0,73.2,175.0,227.5,130.0
M,Single-ply,15.0,100.0,113.4,147.42,90.72
F,Raw,32.5,56.0,125.0,165.0,67.5
F,Wraps,55.0,71.55,92.99,104.33,45.36
F,Raw,25.5,62.35,100.0,130.0,50.0
F,Raw,20.0,66.25,120.0,147.5,52.5
M,Single-ply,17.5,95.2,265.0,210.0,170.0
F,Raw,15.5,96.65,170.0,172.5,75.0
F,Wraps,38.5,104.78,102.06,127.01,52.16
M,Wraps,44.0,98.88,162.5,185.0,132.5
M,Single-ply,21.0,106.96,360.0,290.0,237.5
M,Wraps,31.0,81.1,215.0,275.0,152.5
M,Raw,26.0,89.3,157.5,205.0,110.0
M,Raw,44.0,86.5,137.5,195.0,115.0
F,Wraps,30.0,81.8,132.5,150.0,67.5
F,Wraps,25.0,55.61,122.5,127.5,57.5
F,Raw,23.5,50.35,80.0,115.0,50.0
M,Wraps,28.0,94.3,242.5,240.0,157.5
F,Raw,20.0,65.9,92.5,130.0,47.5
M,Raw,25.0,83.4,200.0,242.5,122.5
M,Raw,24.5,89.05,250.0,302.5,170.0
M,Raw,51.5,123.0,275.0,275.0,172.5
M,Single-ply,19.5,56.8,200.0,205.0,92.5
F,Raw,29.0,67.4,132.5,142.5,77.5
F,Raw,39.5,56.3,135.0,152.5,70.0
F,Wraps,25.0,59.5,95.0,125.0,47.5
M,Raw,15.5,91.0,182.5,157.5,107.5
M,Raw,26.0,80.01,192.5,245.0,147.5
F,Single-ply,22.5,51.98,155.0,160.0,85.0
M,Raw,40.0,124.34,242.5,275.0,147.5
M,Raw,21.0,80.66,145.0,165.0,100.0
M,Raw,22.5,65.42,135.0,197.5,122.5
M,Wraps,19.0,71.3,165.0,200.0,90.0
M,Raw,29.0,104.6,267.5,285.0,185.0
M,Raw,31.0,91.0,175.0,215.0,135.0
M,Raw,31.0,108.9,200.0,222.5,152.5
M,Raw,39.0,90.9,120.0,160.0,95.0
M,Raw,47.5,72.9,117.5,67.5,30.0
M,Raw,28.0,82.4,210.0,262.5,130.0
M,Raw,55.0,95.2,230.0,260.0,150.0
F,Raw,22.5,77.6,127.5,147.5,70.0
F,Raw,27.5,61.75,110.0,165.0,55.0
M,Raw,51.5,122.65,150.0,190.0,120.0
M,Raw,30.0,108.8,180.0,200.0,125.0
F,Raw,40.0,57.97,72.5,107.5,47.5
M,Single-ply,25.5,89.17,232.5,280.0,155.0
M,Wraps,19.0,90.0,227.5,237.5,137.5
F,Single-ply,43.5,66.38,212.5,200.0,140.0
M,Wraps,27.0,73.6,160.0,220.0,130.0
F,Raw,26.5,57.0,145.0,182.5,87.5
M,Single-ply,16.5,74.84,229.1,204.1,111.1
F,Wraps,25.0,62.7,107.5,137.5,52.5
F,Raw,42.5,70.12,130.0,155.0,85.0
F,Raw,35.0,59.15,112.5,137.5,60.0
M,Raw,26.0,95.5,185.0,242.5,160.0
M,Raw,41.5,90.27,255.0,242.5,147.5
M,Raw,16.0,65.7,117.5,125.0,70.0
F,Wraps,43.0,55.61,137.5,190.0,75.0
M,Single-ply,36.5,73.7,275.0,307.5,190.0
F,Raw,34.5,62.17,87.5,110.0,57.5
M,Raw,28.0,73.4,130.0,182.5,85.0
F,Raw,25.5,141.4,145.0,165.0,105.0
M,Single-ply,17.0,83.0,120.0,142.5,85.0
F,Raw,38.5,67.9,92.5,132.5,60.0
F,Raw,33.5,81.1,137.5,182.5,85.0
F,Raw,34.5,57.05,87.5,110.0,52.5
F,Raw,46.5,96.45,92.5,150.0,67.5
F,Raw,35.5,56.7,100.0,140.0,57.5
M,Raw,18.5,65.3,172.5,217.5,100.0
M,Raw,30.0,86.9,240.0,275.0,150.0
M,Raw,28.0,64.5,115.0,160.0,85.0
F,Wraps,21.0,73.6,117.5,155.0,72.5
M,Raw,28.0,120.1,195.0,242.5,137.5
M,Raw,27.5,116.5,167.5,205.0,90.0
M,Raw,37.0,93.89,170.1,229.06,115.67
M,Raw,22.0,72.64,152.5,185.0,115.0
M,Raw,23.5,69.8,160.0,182.5,125.0
M,Wraps,23.0,92.9,215.0,255.0,147.5
M,Raw,23.5,109.51,290.0,287.5,190.0
F,Wraps,30.0,64.6,115.0,150.0,60.0
M,Single-ply,21.5,80.2,220.0,265.0,132.5
M,Wraps,26.0,109.32,310.0,305.0,215.0
M,Single-ply,49.0,89.36,250.0,237.5,160.0
M,Wraps,47.0,99.34,200.0,212.5,147.5
M,Single-ply,16.5,73.57,170.1,183.7,93.0
M,Wraps,35.0,73.8,190.0,210.0,120.0
F,Raw,28.0,56.88,100.0,105.0,60.0
M,Raw,34.0,73.05,190.0,212.5,110.0
M,Raw,25.5,82.3,190.0,245.0,152.5
M,Raw,27.5,115.0,207.5,207.5,135.0
M,Wraps,47.0,104.9,227.5,232.5,165.0
F,Wraps,31.0,92.1,205.0,185.0,85.0
M,Raw,44.0,79.6,185.0,225.0,122.5
M,Raw,25.0,99.0,172.5,222.5,145.0
M,Raw,25.0,87.32,192.5,245.0,145.0
M,Raw,26.5,92.76,285.0,335.0,170.0
F,Raw,28.5,70.7,85.0,122.5,52.5
M,Raw,26.5,83.0,205.0,240.0,155.0
M,Raw,36.0,142.0,230.0,235.0,142.5
M,Wraps,17.0,64.41,113.4,158.76,77.11
F,Raw,28.5,56.4,80.0,107.5,55.0
F,Raw,34.0,74.75,110.0,130.0,50.0
F,Raw,25.5,62.4,110.0,130.0,70.0
F,Raw,52.0,66.41,60.0,127.5,45.0
M,Raw,17.5,102.42,165.0,182.5,115.0
M,Raw,52.0,74.48,97.5,110.0,62.5
M,Raw,19.5,91.6,150.0,185.0,107.5
M,Multi-ply,54.0,87.32,255.0,205.0,165.0
F,Multi-ply,50.0,66.68,137.5,155.0,60.0
M,Raw,21.0,77.0,212.5,260.0,152.5
F,Raw,21.5,47.0,83.9,99.8,59.0
F,Single-ply,50.5,94.7,92.5,125.0,55.0
M,Raw,41.0,82.0,185.0,252.5,125.0
M,Multi-ply,23.0,117.48,300.0,250.0,227.5
M,Raw,20.5,86.1,215.0,255.0,150.0
F,Raw,15.5,69.2,130.0,147.5,55.0
M,Raw,21.0,73.9,182.5,225.0,110.0
M,Raw,24.5,103.7,245.0,300.0,170.0
F,Raw,11.0,59.69,90.72,97.52,38.56
M,Raw,27.0,81.78,220.0,242.5,135.0
M,Raw,22.0,87.9,207.5,215.0,112.5
M,Raw,16.5,101.33,240.5,245.0,115.0
M,Raw,34.0,99.7,167.5,195.0,112.5
M,Raw,28.5,79.7,195.0,235.0,140.0
F,Raw,24.0,73.12,135.0,157.5,67.5
M,Raw,23.0,109.0,240.0,277.5,157.5
M,Raw,22.5,79.6,225.0,267.5,160.0
M,Raw,17.0,66.3,172.5,207.5,92.5
M,Raw,23.5,82.4,222.5,240.0,150.0
M,Single-ply,25.0,99.6,302.5,255.0,217.5
F,Raw,21.0,57.55,102.5,105.0,47.5
M,Raw,18.0,79.4,202.5,260.0,120.0
M,Wraps,25.0,97.89,272.16,272.16,163.29
F,Wraps,47.0,47.4,80.0,102.5,50.0
M,Raw,38.0,86.91,170.0,215.0,135.0
F,Raw,22.0,59.9,87.5,112.5,60.0
M,Wraps,20.0,115.0,287.5,277.5,175.0
F,Raw,17.5,79.25,105.0,130.0,45.0
F,Wraps,25.0,83.9,175.0,217.5,90.0
M,Raw,21.5,91.5,197.5,255.0,125.0
M,Raw,20.5,116.95,195.0,232.5,120.0
F,Raw,11.5,52.4,77.5,92.5,45.0
M,Wraps,23.0,73.94,235.87,226.8,172.37
M,Raw,33.5,59.0,220.0,240.0,110.0
F,Single-ply,24.5,46.09,175.0,162.5,95.0
M,Wraps,29.0,95.7,262.5,260.0,177.5
M,Wraps,24.0,105.5,177.5,240.0,127.5
F,Single-ply,18.5,46.2,127.5,125.0,52.5
M,Multi-ply,43.0,106.78,206.38,229.06,151.95
F,Raw,27.5,57.5,100.0,122.5,57.5
F,Single-ply,46.0,51.2,122.5,137.5,70.0
M,Raw,14.0,64.5,95.0,147.5,60.0
F,Raw,31.5,55.8,127.5,142.5,77.5
M,Raw,20.5,73.1,220.0,220.0,110.0
M,Wraps,36.0,109.9,320.0,305.0,175.0
M,Wraps,28.0,99.3,285.0,290.0,197.5
M,Raw,28.0,59.2,142.5,165.0,80.0
F,Wraps,27.0,64.05,212.5,170.0,120.0
F,Raw,21.5,56.86,85.0,97.5,45.0
F,Wraps,36.0,58.51,145.15,158.76,70.31
M,Raw,29.0,65.95,170.0,217.5,120.0
M,Raw,34.0,88.2,205.0,235.0,150.0
M,Raw,17.0,73.6,102.5,177.5,90.0
F,Raw,49.0,113.7,100.0,155.0,57.5
M,Wraps,27.0,123.24,227.5,257.5,172.5
M,Raw,21.5,95.85,150.0,155.0,110.0
M,Raw,32.5,81.2,177.5,250.0,137.5
M,Single-ply,25.5,73.41,240.0,240.0,192.5
F,Wraps,20.0,66.5,105.0,150.0,60.0
M,Wraps,22.0,72.2,167.5,192.5,115.0
M,Raw,28.5,90.3,226.8,260.8,138.4
F,Multi-ply,26.0,55.25,195.04,172.37,106.59
F,Raw,46.5,55.4,72.5,100.0,42.5
F,Raw,20.5,64.4,125.0,170.0,52.5
F,Raw,22.5,53.7,95.0,110.0,42.5
M,Raw,17.0,90.0,192.78,183.7,113.4
M,Raw,36.5,92.3,230.0,270.0,152.5
M,Raw,44.5,74.5,240.0,250.0,152.5
M,Wraps,27.0,66.86,182.5,210.0,127.5
M,Raw,20.5,78.85,225.0,240.0,135.0
F,Single-ply,22.0,80.6,111.13,145.15,104.33
F,Raw,16.5,83.35,170.0,182.5,105.0
F,Raw,44.5,103.3,97.5,95.0,50.0
F,Single-ply,48.0,58.85,102.5,120.0,55.0
M,Raw,25.0,88.6,227.5,272.5,125.0
M,Single-ply,51.0,81.7,290.0,240.0,220.0
M,Wraps,19.0,66.7,170.0,192.5,110.0
F,Wraps,37.0,85.73,120.2,145.15,61.23
M,Raw,20.5,79.6,162.5,212.5,87.5
M,Raw,44.0,124.1,240.0,215.0,192.5
M,Raw,40.0,74.3,140.0,200.0,132.5
M,Wraps,47.0,97.07,210.92,206.38,142.88
F,Raw,19.5,76.1,90.0,130.0,47.5
M,Raw,23.0,97.9,245.0,300.0,182.5
F,Raw,30.0,66.2,90.0,107.5,55.0
M,Raw,28.0,108.5,200.0,267.5,152.5
F,Raw,25.0,67.45,110.0,152.5,57.5
F,Raw,23.5,69.1,132.5,147.5,65.0
M,Wraps,32.0,119.75,215.46,226.8,142.88
M,Wraps,23.5,121.56,197.31,226.8,142.88
F,Single-ply,36.0,88.5,187.5,155.0,135.0
M,Raw,26.0,99.6,272.5,282.5,162.5
M,Raw,22.0,82.1,215.0,237.5,155.0
F,Raw,31.0,85.4,97.5,135.0,47.5
F,Raw,22.0,55.7,92.5,110.0,47.5
M,Raw,35.0,80.15,135.0,172.5,107.5
M,Wraps,24.0,88.72,215.0,232.5,142.5
F,Raw,21.5,71.42,142.5,160.0,87.5
F,Wraps,45.0,59.6,92.99,104.33,52.16
M,Single-ply,42.5,82.98,150.0,227.5,253.0
F,Raw,32.0,71.21,127.01,138.35,58.97
M,Raw,22.5,80.4,185.0,215.0,115.0
F,Raw,32.0,51.53,110.5,150.0,75.0
F,Wraps,46.0,78.4,90.0,137.5,75.0
M,Single-ply,44.0,67.3,252.5,232.5,192.5
M,Raw,21.0,81.28,137.5,182.5,92.5
M,Raw,23.5,70.0,170.0,225.0,110.0
M,Raw,26.0,97.7,245.0,272.5,190.0
M,Raw,36.0,110.0,327.5,310.0,230.0
M,Wraps,28.0,89.0,147.5,202.5,120.0
F,Raw,34.5,62.62,160.0,175.0,85.0
M,Raw,20.5,91.2,205.0,227.5,135.0
F,Raw,25.5,105.5,145.0,157.5,75.0
M,Wraps,19.0,61.14,145.0,142.5,80.0
F,Raw,36.5,93.5,142.5,195.0,122.5
F,Raw,27.5,92.8,140.0,130.0,70.0
F,Wraps,35.0,66.5,100.0,125.0,62.5
M,Raw,25.5,85.0,185.0,200.0,112.5
M,Raw,18.0,77.47,227.5,230.0,117.5
M,Raw,17.5,65.5,185.0,200.0,105.0
F,Raw,21.5,56.6,110.0,122.5,52.5
M,Raw,21.5,82.8,227.5,242.5,125.0
M,Wraps,29.0,66.2,167.5,167.5,105.0
M,Raw,24.0,71.8,142.5,190.0,97.5
M,Wraps,39.0,101.7,255.0,292.5,152.5
F,Single-ply,22.5,46.2,140.0,145.0,60.0
M,Wraps,21.0,73.6,255.0,237.5,152.5
F,Raw,19.5,67.4,110.0,135.0,55.0
M,Single-ply,31.5,81.7,255.0,245.0,182.5
M,Raw,21.5,90.5,152.5,185.0,117.5
F,Raw,28.5,55.83,85.0,127.5,60.0
M,Raw,26.5,86.1,190.0,280.0,132.5
F,Raw,27.0,56.1,97.5,97.5,57.5
M,Multi-ply,23.0,118.66,320.0,272.5,175.0
F,Raw,21.5,45.0,87.5,110.0,47.5
M,Raw,24.0,98.2,215.0,262.5,165.0
M,Raw,24.0,88.9,205.0,250.0,137.5
F,Raw,31.0,66.4,130.0,142.5,75.0
F,Raw,52.0,66.41,65.0,132.5,45.0
F,Raw,34.5,67.0,100.0,150.0,70.0
M,Wraps,26.0,81.8,147.5,190.0,110.0
F,Raw,30.5,67.55,80.0,107.5,45.0
F,Raw,33.0,66.6,127.5,155.0,67.5
F,Raw,26.5,67.15,90.0,110.0,45.0
M,Raw,33.0,98.2,260.0,275.0,182.5
F,Raw,37.5,55.5,110.0,142.5,67.5
M,Wraps,33.0,99.16,225.0,252.5,130.0
M,Single-ply,15.5,66.0,210.0,227.5,122.5
M,Raw,19.5,73.4,207.5,235.0,145.0
M,Raw,45.5,81.2,172.5,225.0,120.0
M,Raw,22.0,108.6,265.0,295.0,155.0
F,Raw,32.0,58.6,132.5,125.0,60.0
F,Raw,16.5,69.3,115.0,122.5,52.5
M,Raw,22.0,99.4,237.5,280.0,125.0
M,Raw,16.0,67.5,102.5,132.5,70.0
M,Raw,30.0,94.35,180.0,240.0,100.0
M,Raw,19.5,62.8,150.0,190.0,77.5
F,Raw,23.0,67.15,147.5,165.0,87.5
M,Raw,21.5,92.92,275.0,275.0,142.5
M,Wraps,27.0,74.6,220.0,245.0,147.5
F,Single-ply,17.5,50.5,150.0,140.0,65.0
M,Raw,27.0,117.85,157.5,230.0,165.0
M,Wraps,27.0,65.5,165.0,182.5,100.0
M,Raw,24.5,109.3,200.0,240.0,130.0
F,Wraps,28.0,47.17,102.06,102.06,34.02
M,Wraps,16.0,58.3,135.0,175.0,80.0
F,Raw,40.5,85.7,112.5,147.5,60.0
F,Raw,44.5,71.16,117.5,137.5,67.5
M,Raw,23.0,122.6,320.0,272.5,205.0
F,Single-ply,44.5,56.7,180.0,160.0,117.5
M,Single-ply,52.5,93.0,215.0,255.0,122.5
M,Wraps,25.0,89.27,242.67,251.74,151.95
F,Raw,22.0,51.3,125.0,135.0,82.5
M,Raw,20.5,104.4,245.0,240.0,150.0
M,Raw,15.0,56.0,70.31,88.45,52.16
F,Raw,22.5,55.1,127.5,140.0,55.0
M,Raw,20.0,99.0,285.0,297.5,142.5
M,Raw,35.0,98.79,187.5,235.0,122.5
F,Raw,24.5,68.95,110.0,140.0,72.5
M,Single-ply,22.0,124.6,282.5,285.0,202.5
M,Raw,28.5,80.5,192.5,202.5,135.0
F,Raw,30.0,88.36,102.5,122.5,65.0
M,Raw,18.0,82.45,175.0,205.0,105.0
M,Raw,23.0,81.3,197.5,237.5,110.0
F,Raw,20.0,58.9,127.5,137.5,52.5
M,Raw,34.0,94.4,245.0,250.0,127.5
F,Raw,40.0,51.71,65.0,82.5,35.0
M,Raw,23.0,87.5,200.0,277.5,140.0
M,Raw,27.5,90.4,215.0,232.5,135.0
M,Wraps,31.0,75.0,195.0,230.0,112.5
F,Raw,20.5,118.3,190.0,200.0,80.0
F,Raw,36.0,54.85,92.5,102.5,62.5
F,Raw,23.0,65.9,97.5,125.0,50.0
F,Raw,35.0,52.53,105.0,120.0,47.5
F,Raw,40.0,56.1,67.5,112.5,47.5
M,Wraps,45.0,104.2,212.5,255.0,150.0
M,Raw,25.5,85.2,180.0,210.0,122.5
M,Raw,21.5,81.5,235.0,260.0,150.0
F,Raw,22.5,52.77,90.0,105.0,45.0
F,Raw,25.0,74.5,125.0,137.5,52.5
F,Wraps,26.0,51.6,82.5,105.0,57.5
F,Raw,14.5,72.5,105.0,127.5,57.5
M,Raw,29.0,74.5,172.5,197.5,105.0
M,Wraps,26.0,105.69,226.8,265.35,151.95
M,Raw,15.0,67.5,113.4,122.47,81.65
F,Raw,50.0,87.7,75.0,95.0,60.0
F,Raw,28.0,80.3,150.0,160.0,70.0
M,Raw,21.0,77.6,160.0,165.0,92.5
M,Wraps,21.0,82.1,199.58,226.8,115.67
M,Wraps,30.0,92.3,217.5,285.0,137.5
M,Raw,27.0,88.6,180.0,195.0,127.5
M,Raw,24.0,88.4,207.5,255.0,160.0
M,Wraps,19.0,99.79,182.5,212.5,102.5
M,Raw,21.0,88.2,217.5,235.0,145.0
M,Raw,35.0,96.45,145.0,147.5,107.5
M,Wraps,16.0,104.69,183.7,217.72,149.69
M,Raw,30.0,98.8,237.5,292.5,142.5
M,Single-ply,48.0,89.81,197.5,230.0,117.5
M,Raw,19.5,79.8,217.5,235.0,112.5
M,Raw,36.0,97.8,220.0,217.5,125.0
F,Raw,27.5,70.2,142.5,152.5,90.0
M,Wraps,31.0,66.86,155.0,175.0,115.0
F,Raw,43.5,67.8,110.0,172.5,72.5
M,Raw,27.0,102.2,190.0,235.0,170.0
M,Raw,42.0,80.29,170.0,232.5,120.0
M,Raw,22.0,121.4,167.5,212.5,120.0
F,Raw,29.5,53.64,100.0,112.5,67.5
F,Single-ply,55.0,67.5,122.5,142.5,90.0
M,Single-ply,32.5,125.4,300.0,270.0,230.0
M,Raw,28.5,81.6,202.5,225.0,127.5
F,Raw,17.5,94.5,135.0,140.0,72.5
F,Raw,52.0,59.5,80.0,105.0,52.5
F,Raw,25.0,65.3,122.5,155.0,62.5
M,Raw,22.5,72.6,172.5,195.0,112.5
M,Single-ply,17.0,125.0,210.92,210.92,115.67
M,Wraps,21.0,68.0,207.5,215.0,122.5
F,Raw,24.0,55.8,87.5,102.5,60.0
M,Raw,21.0,67.31,175.0,207.5,127.5
F,Raw,28.0,59.95,112.5,150.0,70.0
F,Raw,27.5,70.15,92.5,127.5,55.0
M,Single-ply,20.0,98.34,240.0,278.0,172.5
F,Wraps,21.0,73.1,137.5,142.5,55.0
M,Wraps,29.0,81.87,285.0,262.5,152.5
F,Raw,23.0,67.0,107.5,132.5,65.0
F,Single-ply,26.0,72.4,77.5,92.5,42.5
M,Raw,21.0,79.9,165.0,167.5,110.0
M,Wraps,26.5,113.4,235.87,265.35,163.29
M,Wraps,37.0,123.8,182.5,295.0,182.5
F,Raw,20.5,71.5,152.5,160.0,60.0
M,Raw,19.0,89.7,202.5,210.5,120.0
M,Single-ply,30.0,106.14,257.5,242.5,190.0
M,Raw,17.0,78.6,165.0,192.5,110.0
M,Single-ply,20.0,90.6,170.0,215.0,105.0
M,Wraps,22.0,88.95,240.0,275.0,145.0
F,Raw,29.0,71.9,120.0,140.0,60.0
M,Raw,35.0,66.36,190.0,237.5,122.5
F,Raw,29.0,58.15,85.0,120.0,52.5
F,Wraps,29.0,92.4,165.0,170.0,85.0
M,Wraps,26.0,81.47,197.31,247.21,104.33
F,Wraps,23.0,80.6,125.0,137.5,65.0
F,Raw,20.5,69.2,95.0,140.0,62.5
M,Single-ply,46.0,86.1,250.0,262.5,155.0
M,Raw,23.5,91.1,200.0,262.5,137.5
M,Single-ply,23.5,73.2,162.5,185.0,107.5
M,Raw,12.5,50.9,85.0,107.5,47.5
M,Wraps,49.0,99.34,230.0,250.0,142.5
F,Single-ply,24.0,73.45,152.5,177.5,77.5
F,Raw,18.5,62.7,115.0,155.0,57.5
M,Wraps,22.0,88.6,240.0,280.0,157.5
M,Wraps,43.0,99.7,245.0,250.0,167.5
F,Single-ply,16.5,56.8,87.5,115.0,52.5
M,Wraps,29.0,124.8,295.0,272.5,175.0
M,Raw,24.0,66.45,177.5,192.5,102.5
F,Raw,28.0,65.8,110.0,137.5,52.5
M,Raw,29.0,89.8,190.0,215.0,142.5
M,Raw,27.0,86.5,207.5,235.0,135.0
M,Raw,55.0,120.3,220.0,215.0,182.5
M,Raw,27.5,105.0,207.5,260.0,152.5
M,Single-ply,17.5,57.2,220.0,200.0,110.0
M,Multi-ply,48.0,122.42,299.37,317.51,233.6
F,Raw,23.0,47.4,92.5,125.0,42.5
M,Raw,27.5,90.05,162.5,200.0,130.0
M,Wraps,23.0,128.82,187.5,205.0,92.5
F,Raw,35.5,65.5,130.0,140.0,57.5
M,Raw,38.0,87.41,240.0,217.5,155.0
F,Raw,15.5,107.8,90.0,157.5,57.5
M,Single-ply,31.0,92.99,250.0,227.5,187.5
M,Raw,41.5,119.2,195.0,230.0,170.0
M,Raw,23.0,74.4,165.0,200.0,130.0
F,Raw,22.5,67.2,130.0,175.0,82.5
F,Wraps,34.0,81.9,127.5,120.0,52.5
F,Single-ply,17.5,83.26,170.0,160.0,107.5
M,Single-ply,48.0,123.2,160.0,185.0,192.5
M,Raw,22.0,87.14,197.5,240.0,120.0
M,Raw,48.5,81.7,165.0,187.5,145.0
M,Raw,32.0,113.25,150.0,192.5,80.0
M,Raw,22.5,121.7,180.0,230.0,140.0
F,Wraps,21.0,55.25,112.5,145.0,75.0
F,Wraps,11.0,46.72,77.11,77.11,31.75
M,Multi-ply,44.0,109.13,238.14,299.37,188.24
F,Raw,33.5,51.32,102.5,130.0,55.0
M,Raw,30.0,67.15,212.5,235.0,172.5
M,Raw,19.0,80.9,185.0,227.5,125.0
